Name,background,body,clothing,ears,face,hair,horns,lifestyle
9232,Common Clouds,Uncommon Purple,Common Outfit 4,Common Ears 5,Common Face 1,Rare Hair 1,Common Horns 3,Common Locket
9233,Common Clouds,Uncommon Purple,Common Outfit 4,Common Ears 5,Common Face 2,Uncommon Hair 1,none,Common Apple
9234,Common Forest,Rare Pink,Rare Outfit 1,Rare Ears 2,Common Face 2,Common Hair 3,Common Horns 2,Common Apple
9235,Common Clouds,Common Red,Rare Outfit 2,Common Ears 1,Common Face 2,Uncommon Hair 1,Common Horns 1,Uncommon Whip
9236,Common Clouds,Uncommon Purple,Common Outfit 1,Common Ears 4,Common Face 5,Rare Hair 1,Common Horns 3,Uncommon Snake
9237,Common Rainbow,Common Blue,Common Outfit 4,Common Ears 4,Common Face 1,Uncommon Hair 2,Common Horns 2,Common Demon Tail
9238,Common Clouds,Uncommon Purple,Rare Outfit 2,Common Ears 1,Common Face 1,Common Hair 2,Uncommon Horns 1,Common Locket
9239,Common Forest,Rare Pink,Common Outfit 4,Rare Ears 2,Rare Face 1,Common Hair 4,Common Horns 1,Common Lace Glove
9240,Common Rainbow,Rare Pink,Common Outfit 2,Common Ears 2,Uncommon Face 3,Common Hair 1,Rare Horns 1,Common Locket
9241,Common Rainbow,Common Red,Common Outfit 3,Common Ears 4,Common Face 2,Uncommon Hair 2,Common Horns 1,Uncommon Snake
9242,Common Moon,Uncommon Purple,Common Outfit 2,Rare Ears 1,Common Face 4,Common Hair 1,Common Horns 2,Common Demon Tail
9243,Common Moon,Common Red,Common Outfit 3,Common Ears 6,Rare Face 1,Uncommon Hair 1,Rare Horns 1,Common Lace Glove
9244,Common Rainbow,Uncommon Purple,Rare Outfit 2,Uncommon Ears 2,Uncommon Face 2,Common Hair 2,Common Horns 3,Common Spider
9245,Common Rainbow,Common Red,Common Outfit 5,Uncommon Ears 2,Uncommon Face 2,Common Hair 4,Common Horns 1,Uncommon Whip
9246,Common Forest,Uncommon Purple,Uncommon Outfit 1,Rare Ears 1,Common Face 2,Uncommon Hair 1,Uncommon Horns 1,Common Locket
9247,Common Clouds,Rare Pink,Rare Outfit 2,Rare Ears 2,Uncommon Face 1,Uncommon Hair 1,none,Common Demon Tail
9248,Common Rainbow,Common Red,Common Outfit 6,Common Ears 6,Uncommon Face 1,Uncommon Hair 1,Rare Horns 1,Common Spider
9249,Common Moon,Rare Pink,Uncommon Outfit 2,Rare Ears 1,Rare Face 2,Common Hair 4,Uncommon Horns 1,Common Locket
9250,Common Moon,Uncommon Purple,Common Outfit 2,Common Ears 1,Rare Face 1,Uncommon Hair 2,Common Horns 1,Uncommon Snake
9251,Common Clouds,Uncommon Purple,Common Outfit 3,Rare Ears 1,Rare Face 1,Common Hair 1,Uncommon Horns 1,Common Demon Tail
9252,Common Forest,Rare Pink,Common Outfit 5,Common Ears 6,Uncommon Face 2,Common Hair 3,Uncommon Horns 1,Common Locket
9253,Common Moon,Common Red,Rare Outfit 2,Common Ears 4,Rare Face 1,Common Hair 2,none,Common Spider
9254,Common Moon,Rare Pink,Uncommon Outfit 2,Common Ears 5,Common Face 1,Common Hair 4,Rare Horns 1,Common Locket
9255,Common Clouds,Rare Pink,Rare Outfit 2,Uncommon Ear 1,Common Face 5,Uncommon Hair 2,Common Horns 2,Common Lace Glove
9256,Common Rainbow,Uncommon Purple,Common Outfit 6,Rare Ears 1,Uncommon Face 2,Uncommon Hair 2,Common Horns 2,Common Demon Tail
9257,Common Clouds,Common Red,Rare Outfit 2,Common Ears 2,Common Face 2,Uncommon Hair 2,none,Uncommon Snake
9258,Common Moon,Common Red,Common Outfit 1,Rare Ears 2,Uncommon Face 3,Common Hair 2,Common Horns 3,Common Demon Tail
9259,Common Moon,Rare Pink,Common Outfit 3,Rare Ears 2,Uncommon Face 3,Common Hair 3,Uncommon Horns 1,Common Demon Tail
9260,Common Moon,Common Blue,Common Outfit 1,Common Ears 3,Common Face 1,Common Hair 2,Uncommon Horns 1,Common Apple
9261,Common Forest,Common Blue,Rare Outfit 2,Common Ears 3,Common Face 6,Rare Hair 1,Common Horns 3,Common Lace Glove
9262,Common Clouds,Common Blue,Common Outfit 6,Uncommon Ear 1,Common Face 1,Common Hair 4,Uncommon Horns 1,Common Locket
9263,Common Forest,Common Blue,Uncommon Outfit 2,Common Ears 6,Common Face 2,Common Hair 1,Uncommon Horns 1,Uncommon Snake
9264,Common Clouds,Common Blue,Common Outfit 5,Common Ears 4,Uncommon Face 1,Rare Hair 1,Rare Horns 1,Common Demon Tail
9265,Common Rainbow,Common Red,Common Outfit 1,Common Ears 6,Uncommon Face 2,Common Hair 1,Common Horns 2,Common Locket
9266,Common Moon,Rare Pink,Common Outfit 2,Common Ears 2,Rare Face 1,Uncommon Hair 2,Uncommon Horns 1,Uncommon Whip
9267,Common Clouds,Rare Pink,Common Outfit 6,Common Ears 2,Common Face 1,Common Hair 4,Common Horns 3,Common Lace Glove
9268,Common Rainbow,Rare Pink,Uncommon Outfit 2,Common Ears 5,Uncommon Face 3,Common Hair 2,Common Horns 2,Common Spider
9269,Common Clouds,Uncommon Purple,Uncommon Outfit 1,Uncommon Ears 2,Common Face 6,Common Hair 3,Uncommon Horns 1,Common Apple
9270,Common Rainbow,Common Red,Uncommon Outfit 2,Common Ears 4,Common Face 2,Common Hair 4,none,Common Apple
9271,Common Forest,Common Red,Common Outfit 3,Common Ears 3,Common Face 4,Common Hair 1,Common Horns 2,Common Demon Tail
9272,Common Moon,Rare Pink,Common Outfit 5,Common Ears 3,Common Face 6,Common Hair 3,Common Horns 1,Common Locket
9273,Common Moon,Rare Pink,Common Outfit 3,Common Ears 2,Common Face 1,Common Hair 4,Common Horns 3,Uncommon Whip
9274,Common Clouds,Uncommon Purple,Rare Outfit 1,Common Ears 1,Rare Face 2,Rare Hair 1,Common Horns 3,Common Demon Tail
9275,Common Forest,Rare Pink,Common Outfit 2,Uncommon Ear 1,Rare Face 1,Uncommon Hair 1,Common Horns 1,Uncommon Whip
9276,Common Forest,Rare Pink,Rare Outfit 1,Uncommon Ear 1,Common Face 6,Rare Hair 1,Common Horns 1,Common Demon Tail
9277,Common Forest,Rare Pink,Common Outfit 4,Common Ears 1,Common Face 6,Common Hair 3,Uncommon Horns 1,Common Lace Glove
9278,Common Forest,Common Blue,Uncommon Outfit 2,Common Ears 2,Common Face 1,Rare Hair 1,none,Uncommon Snake
9279,Common Forest,Uncommon Purple,Rare Outfit 1,Common Ears 1,Common Face 1,Uncommon Hair 2,Common Horns 3,Common Spider
9280,Common Rainbow,Common Blue,Common Outfit 5,Uncommon Ears 2,Common Face 4,Common Hair 1,Common Horns 1,Uncommon Whip
9281,Common Forest,Uncommon Purple,Rare Outfit 1,Common Ears 4,Common Face 6,Uncommon Hair 1,Uncommon Horns 1,Common Lace Glove
9282,Common Forest,Common Red,Rare Outfit 2,Uncommon Ear 1,Common Face 4,Rare Hair 1,Common Horns 1,Uncommon Snake
9283,Common Clouds,Uncommon Purple,Common Outfit 3,Common Ears 6,Common Face 1,Common Hair 1,Common Horns 1,Uncommon Snake
9284,Common Rainbow,Rare Pink,Common Outfit 4,Rare Ears 1,Common Face 5,Rare Hair 1,Common Horns 3,Uncommon Snake
9285,Common Forest,Uncommon Purple,Common Outfit 5,Common Ears 6,Uncommon Face 3,Common Hair 1,Rare Horns 1,Common Lace Glove
9286,Common Rainbow,Common Red,Common Outfit 2,Uncommon Ears 2,Common Face 4,Common Hair 3,Uncommon Horns 1,Common Apple
9287,Common Moon,Common Blue,Common Outfit 3,Common Ears 1,Uncommon Face 1,Uncommon Hair 2,Uncommon Horns 1,Common Apple
9288,Common Clouds,Common Blue,Common Outfit 2,Common Ears 1,Uncommon Face 3,Common Hair 3,Rare Horns 1,Common Spider
9289,Common Moon,Common Blue,Rare Outfit 2,Rare Ears 1,Uncommon Face 1,Rare Hair 1,Common Horns 3,Common Lace Glove
9290,Common Clouds,Uncommon Purple,Uncommon Outfit 1,Rare Ears 1,Uncommon Face 1,Common Hair 3,none,Common Spider
9291,Common Rainbow,Common Red,Uncommon Outfit 1,Common Ears 2,Common Face 5,Rare Hair 1,Uncommon Horns 1,Common Locket
9292,Common Forest,Rare Pink,Rare Outfit 1,Rare Ears 2,Common Face 1,Uncommon Hair 1,Common Horns 3,Common Apple
9293,Common Clouds,Common Red,Rare Outfit 1,Common Ears 4,Uncommon Face 3,Common Hair 3,Common Horns 3,Common Locket
9294,Common Clouds,Common Blue,Common Outfit 5,Common Ears 1,Common Face 1,Uncommon Hair 1,none,Common Spider
9295,Common Clouds,Common Red,Common Outfit 6,Uncommon Ear 1,Common Face 6,Common Hair 2,Common Horns 1,Uncommon Whip
9296,Common Clouds,Rare Pink,Rare Outfit 2,Rare Ears 2,Common Face 5,Common Hair 1,none,Common Spider
9297,Common Moon,Common Red,Rare Outfit 1,Common Ears 1,Rare Face 1,Common Hair 3,Common Horns 2,Common Locket
9298,Common Rainbow,Rare Pink,Uncommon Outfit 2,Uncommon Ear 1,Uncommon Face 3,Common Hair 1,Common Horns 1,Common Spider
9299,Common Forest,Common Blue,Common Outfit 4,Common Ears 1,Uncommon Face 2,Uncommon Hair 1,none,Common Demon Tail
9300,Common Clouds,Uncommon Purple,Uncommon Outfit 1,Common Ears 4,Uncommon Face 3,Uncommon Hair 1,Common Horns 3,Uncommon Whip
9301,Common Moon,Common Blue,Common Outfit 6,Uncommon Ear 1,Rare Face 1,Uncommon Hair 1,Uncommon Horns 1,Uncommon Snake
9302,Common Moon,Common Red,Uncommon Outfit 1,Common Ears 4,Rare Face 1,Common Hair 2,Uncommon Horns 1,Common Apple
9303,Common Clouds,Common Red,Common Outfit 3,Rare Ears 1,Common Face 5,Common Hair 1,Rare Horns 1,Uncommon Whip
9304,Common Clouds,Common Red,Uncommon Outfit 1,Common Ears 5,Common Face 2,Uncommon Hair 1,none,Uncommon Snake
9305,Common Moon,Uncommon Purple,Common Outfit 3,Uncommon Ear 1,Uncommon Face 2,Common Hair 2,Common Horns 1,Uncommon Snake
9306,Common Moon,Common Red,Common Outfit 1,Common Ears 4,Rare Face 1,Rare Hair 1,Rare Horns 1,Uncommon Whip
9307,Common Moon,Common Red,Uncommon Outfit 2,Common Ears 2,Common Face 6,Common Hair 4,none,Common Spider
9308,Common Clouds,Common Blue,Rare Outfit 2,Rare Ears 1,Uncommon Face 3,Common Hair 1,Common Horns 3,Common Demon Tail
9309,Common Moon,Uncommon Purple,Common Outfit 2,Common Ears 2,Uncommon Face 1,Common Hair 3,Common Horns 1,Common Locket
9310,Common Forest,Uncommon Purple,Uncommon Outfit 1,Rare Ears 1,Common Face 4,Uncommon Hair 2,Rare Horns 1,Common Spider
9311,Common Clouds,Common Red,Uncommon Outfit 1,Common Ears 1,Common Face 1,Uncommon Hair 1,Rare Horns 1,Common Demon Tail
9312,Common Rainbow,Common Red,Common Outfit 5,Uncommon Ears 2,Common Face 4,Uncommon Hair 1,none,Common Demon Tail
9313,Common Moon,Rare Pink,Common Outfit 1,Rare Ears 2,Uncommon Face 1,Rare Hair 1,none,Common Lace Glove
9314,Common Moon,Uncommon Purple,Common Outfit 1,Rare Ears 1,Uncommon Face 1,Rare Hair 1,none,Uncommon Whip
9315,Common Moon,Rare Pink,Common Outfit 2,Uncommon Ear 1,Rare Face 1,Uncommon Hair 2,Common Horns 2,Common Spider
9316,Common Clouds,Common Blue,Uncommon Outfit 1,Common Ears 5,Rare Face 2,Common Hair 3,Rare Horns 1,Common Lace Glove
9317,Common Moon,Rare Pink,Common Outfit 1,Uncommon Ears 2,Rare Face 1,Uncommon Hair 1,Uncommon Horns 1,Common Locket
9318,Common Moon,Rare Pink,Common Outfit 5,Uncommon Ear 1,Uncommon Face 2,Uncommon Hair 1,Uncommon Horns 1,Common Locket
9319,Common Clouds,Uncommon Purple,Common Outfit 1,Common Ears 4,Uncommon Face 3,Common Hair 3,Uncommon Horns 1,Common Locket
9320,Common Moon,Common Red,Common Outfit 5,Rare Ears 1,Common Face 1,Common Hair 2,Common Horns 3,Common Spider
9321,Common Moon,Common Red,Rare Outfit 1,Rare Ears 1,Uncommon Face 2,Uncommon Hair 1,none,Common Spider
9322,Common Forest,Common Red,Rare Outfit 2,Common Ears 1,Common Face 1,Common Hair 3,Common Horns 1,Common Lace Glove
9323,Common Rainbow,Common Red,Common Outfit 1,Common Ears 6,Common Face 1,Uncommon Hair 2,Common Horns 3,Common Locket
9324,Common Rainbow,Common Red,Common Outfit 4,Common Ears 3,Common Face 1,Common Hair 2,Rare Horns 1,Common Demon Tail
9325,Common Clouds,Rare Pink,Common Outfit 3,Common Ears 3,Uncommon Face 2,Uncommon Hair 2,Rare Horns 1,Common Demon Tail
9326,Common Moon,Uncommon Purple,Common Outfit 6,Common Ears 3,Uncommon Face 2,Rare Hair 1,Uncommon Horns 1,Common Demon Tail
9327,Common Forest,Common Blue,Common Outfit 6,Common Ears 4,Uncommon Face 1,Rare Hair 1,Rare Horns 1,Common Locket
9328,Common Rainbow,Common Blue,Common Outfit 6,Common Ears 6,Common Face 5,Common Hair 3,Common Horns 3,Common Lace Glove
9329,Common Moon,Common Red,Common Outfit 6,Common Ears 6,Uncommon Face 1,Uncommon Hair 2,Uncommon Horns 1,Common Demon Tail
9330,Common Rainbow,Common Blue,Common Outfit 3,Common Ears 4,Common Face 1,Uncommon Hair 1,Common Horns 1,Common Lace Glove
9331,Common Forest,Rare Pink,Common Outfit 4,Common Ears 2,Common Face 5,Uncommon Hair 2,Common Horns 1,Common Locket
9332,Common Rainbow,Common Blue,Common Outfit 6,Rare Ears 2,Common Face 4,Common Hair 4,Rare Horns 1,Common Demon Tail
9333,Common Clouds,Common Red,Common Outfit 2,Common Ears 2,Uncommon Face 2,Common Hair 3,Common Horns 2,Common Spider
9334,Common Clouds,Common Red,Common Outfit 4,Common Ears 4,Common Face 6,Common Hair 3,Common Horns 2,Common Lace Glove
9335,Common Forest,Uncommon Purple,Common Outfit 6,Common Ears 4,Common Face 2,Common Hair 3,Common Horns 3,Common Demon Tail
9336,Common Clouds,Uncommon Purple,Common Outfit 6,Common Ears 1,Common Face 6,Uncommon Hair 2,Rare Horns 1,Uncommon Whip
9337,Common Clouds,Rare Pink,Uncommon Outfit 2,Common Ears 6,Common Face 4,Uncommon Hair 1,none,Common Spider
9338,Common Moon,Uncommon Purple,Uncommon Outfit 2,Rare Ears 2,Rare Face 2,Common Hair 3,Rare Horns 1,Uncommon Snake
9339,Common Forest,Rare Pink,Common Outfit 3,Common Ears 4,Uncommon Face 3,Common Hair 2,none,Common Locket
9340,Common Rainbow,Uncommon Purple,Uncommon Outfit 2,Common Ears 6,Uncommon Face 2,Uncommon Hair 2,Rare Horns 1,Common Spider
9341,Common Forest,Rare Pink,Common Outfit 5,Common Ears 6,Common Face 4,Uncommon Hair 2,Common Horns 1,Uncommon Snake
9342,Common Clouds,Common Red,Uncommon Outfit 2,Rare Ears 1,Common Face 2,Uncommon Hair 2,Common Horns 1,Common Lace Glove
9343,Common Forest,Common Blue,Common Outfit 3,Common Ears 5,Rare Face 1,Common Hair 3,Common Horns 1,Common Demon Tail
9344,Common Forest,Uncommon Purple,Common Outfit 6,Uncommon Ear 1,Uncommon Face 2,Common Hair 3,Common Horns 2,Uncommon Snake
9345,Common Clouds,Common Blue,Common Outfit 1,Uncommon Ears 2,Common Face 5,Uncommon Hair 1,Common Horns 2,Uncommon Whip
9346,Common Rainbow,Rare Pink,Common Outfit 1,Common Ears 3,Rare Face 1,Common Hair 2,Uncommon Horns 1,Uncommon Whip
9347,Common Moon,Rare Pink,Rare Outfit 2,Uncommon Ear 1,Uncommon Face 2,Common Hair 1,none,Common Apple
9348,Common Rainbow,Common Red,Common Outfit 2,Rare Ears 2,Uncommon Face 2,Rare Hair 1,Common Horns 1,Common Locket
9349,Common Rainbow,Common Blue,Common Outfit 2,Common Ears 6,Uncommon Face 3,Common Hair 2,Rare Horns 1,Common Apple
9350,Common Rainbow,Common Blue,Rare Outfit 2,Uncommon Ear 1,Rare Face 2,Rare Hair 1,Common Horns 2,Common Lace Glove
9351,Common Forest,Uncommon Purple,Common Outfit 6,Rare Ears 2,Common Face 6,Common Hair 4,Uncommon Horns 1,Common Spider
9352,Common Rainbow,Common Red,Rare Outfit 1,Common Ears 3,Uncommon Face 2,Uncommon Hair 2,Common Horns 1,Common Lace Glove
9353,Common Clouds,Uncommon Purple,Uncommon Outfit 2,Uncommon Ear 1,Common Face 4,Uncommon Hair 2,Common Horns 1,Common Demon Tail
9354,Common Rainbow,Common Red,Uncommon Outfit 1,Common Ears 1,Rare Face 2,Common Hair 4,Rare Horns 1,Common Apple
9355,Common Clouds,Rare Pink,Rare Outfit 1,Uncommon Ear 1,Common Face 5,Common Hair 4,Common Horns 3,Uncommon Snake
9356,Common Moon,Uncommon Purple,Common Outfit 5,Common Ears 2,Rare Face 1,Uncommon Hair 1,Common Horns 2,Uncommon Whip
9357,Common Forest,Common Blue,Common Outfit 6,Rare Ears 1,Common Face 4,Common Hair 2,Common Horns 2,Common Spider
9358,Common Moon,Uncommon Purple,Common Outfit 2,Common Ears 1,Common Face 6,Common Hair 3,Common Horns 3,Common Apple
9359,Common Forest,Common Blue,Common Outfit 3,Common Ears 3,Common Face 4,Uncommon Hair 2,Common Horns 2,Uncommon Snake
9360,Common Moon,Common Blue,Common Outfit 4,Common Ears 2,Rare Face 1,Rare Hair 1,Common Horns 3,Uncommon Whip
9361,Common Clouds,Common Blue,Rare Outfit 1,Rare Ears 2,Uncommon Face 3,Uncommon Hair 1,Common Horns 1,Common Locket
9362,Common Moon,Common Red,Rare Outfit 1,Rare Ears 1,Common Face 5,Common Hair 4,none,Common Lace Glove
9363,Common Clouds,Common Red,Common Outfit 1,Uncommon Ear 1,Uncommon Face 2,Common Hair 1,Uncommon Horns 1,Common Locket
9364,Common Moon,Common Red,Uncommon Outfit 1,Rare Ears 1,Common Face 2,Common Hair 3,Common Horns 3,Common Lace Glove
9365,Common Moon,Common Red,Uncommon Outfit 1,Common Ears 5,Rare Face 1,Rare Hair 1,Common Horns 1,Common Spider
9366,Common Clouds,Rare Pink,Common Outfit 5,Rare Ears 2,Common Face 6,Uncommon Hair 2,none,Uncommon Whip
9367,Common Moon,Uncommon Purple,Uncommon Outfit 1,Uncommon Ear 1,Common Face 6,Uncommon Hair 2,Uncommon Horns 1,Common Spider
9368,Common Forest,Common Blue,Common Outfit 3,Common Ears 4,Common Face 5,Common Hair 1,Rare Horns 1,Common Locket
9369,Common Rainbow,Common Red,Uncommon Outfit 1,Common Ears 5,Common Face 4,Common Hair 4,Uncommon Horns 1,Common Spider
9370,Common Moon,Rare Pink,Common Outfit 5,Uncommon Ears 2,Rare Face 1,Rare Hair 1,Common Horns 2,Common Lace Glove
9371,Common Clouds,Common Red,Common Outfit 5,Common Ears 2,Common Face 6,Rare Hair 1,Common Horns 2,Common Spider
9372,Common Forest,Common Blue,Common Outfit 2,Common Ears 1,Rare Face 1,Common Hair 1,Common Horns 2,Common Apple
9373,Common Moon,Uncommon Purple,Common Outfit 5,Common Ears 6,Uncommon Face 2,Rare Hair 1,Common Horns 2,Common Apple
9374,Common Clouds,Common Blue,Common Outfit 2,Common Ears 5,Common Face 5,Common Hair 3,Common Horns 3,Uncommon Snake
9375,Common Forest,Rare Pink,Common Outfit 3,Common Ears 1,Common Face 6,Common Hair 2,Common Horns 1,Common Spider
9376,Common Rainbow,Uncommon Purple,Uncommon Outfit 1,Rare Ears 2,Common Face 6,Common Hair 1,Common Horns 3,Common Apple
9377,Common Clouds,Common Red,Common Outfit 3,Uncommon Ear 1,Common Face 6,Common Hair 3,Common Horns 3,Uncommon Snake
9378,Common Moon,Rare Pink,Common Outfit 2,Uncommon Ear 1,Rare Face 1,Common Hair 1,Common Horns 1,Common Apple
9379,Common Clouds,Common Red,Common Outfit 3,Common Ears 5,Common Face 1,Rare Hair 1,Uncommon Horns 1,Uncommon Snake
9380,Common Rainbow,Uncommon Purple,Common Outfit 3,Common Ears 5,Common Face 2,Common Hair 1,Uncommon Horns 1,Uncommon Whip
9381,Common Forest,Uncommon Purple,Common Outfit 3,Uncommon Ears 2,Common Face 6,Uncommon Hair 2,Common Horns 3,Uncommon Whip
9382,Common Rainbow,Uncommon Purple,Rare Outfit 1,Rare Ears 1,Rare Face 1,Common Hair 1,Common Horns 1,Common Demon Tail
9383,Common Moon,Common Blue,Rare Outfit 2,Common Ears 4,Rare Face 2,Common Hair 2,Common Horns 3,Common Demon Tail
9384,Common Forest,Common Blue,Rare Outfit 2,Common Ears 4,Uncommon Face 1,Common Hair 1,Common Horns 1,Common Lace Glove
9385,Common Moon,Common Blue,Uncommon Outfit 1,Common Ears 4,Uncommon Face 2,Common Hair 4,Rare Horns 1,Common Lace Glove
9386,Common Forest,Common Red,Common Outfit 5,Uncommon Ears 2,Common Face 6,Common Hair 1,Common Horns 1,Common Demon Tail
9387,Common Rainbow,Rare Pink,Common Outfit 3,Common Ears 2,Common Face 6,Uncommon Hair 1,Common Horns 2,Uncommon Whip
9388,Common Moon,Common Blue,Common Outfit 2,Rare Ears 2,Rare Face 1,Common Hair 1,Rare Horns 1,Common Spider
9389,Common Forest,Common Blue,Rare Outfit 2,Uncommon Ear 1,Common Face 2,Rare Hair 1,none,Uncommon Snake
9390,Common Clouds,Uncommon Purple,Uncommon Outfit 2,Rare Ears 1,Rare Face 2,Uncommon Hair 2,Rare Horns 1,Uncommon Snake
9391,Common Moon,Common Red,Common Outfit 1,Rare Ears 2,Uncommon Face 1,Common Hair 4,Common Horns 2,Common Locket
9392,Common Moon,Common Red,Uncommon Outfit 1,Common Ears 5,Rare Face 1,Common Hair 4,Uncommon Horns 1,Uncommon Snake
9393,Common Clouds,Uncommon Purple,Uncommon Outfit 2,Rare Ears 1,Common Face 6,Rare Hair 1,Common Horns 3,Common Lace Glove
9394,Common Clouds,Rare Pink,Rare Outfit 2,Common Ears 3,Uncommon Face 2,Rare Hair 1,Common Horns 2,Common Spider
9395,Common Clouds,Common Blue,Uncommon Outfit 2,Common Ears 6,Rare Face 2,Rare Hair 1,Common Horns 3,Common Apple
9396,Common Rainbow,Common Red,Common Outfit 2,Common Ears 5,Rare Face 1,Uncommon Hair 1,Common Horns 1,Common Demon Tail
9397,Common Clouds,Rare Pink,Uncommon Outfit 2,Common Ears 5,Common Face 5,Uncommon Hair 2,Common Horns 2,Common Apple
9398,Common Clouds,Common Blue,Uncommon Outfit 2,Rare Ears 1,Common Face 2,Common Hair 1,Uncommon Horns 1,Common Demon Tail
9399,Common Clouds,Common Red,Common Outfit 3,Common Ears 4,Common Face 6,Common Hair 2,Common Horns 3,Uncommon Snake
9400,Common Forest,Rare Pink,Common Outfit 6,Rare Ears 2,Common Face 2,Uncommon Hair 2,none,Uncommon Snake
9401,Common Clouds,Common Blue,Common Outfit 6,Common Ears 2,Uncommon Face 3,Common Hair 1,Rare Horns 1,Common Spider
9402,Common Clouds,Common Blue,Uncommon Outfit 1,Common Ears 2,Common Face 5,Common Hair 2,Uncommon Horns 1,Common Lace Glove
9403,Common Rainbow,Common Red,Rare Outfit 1,Rare Ears 2,Common Face 2,Common Hair 4,none,Common Demon Tail
9404,Common Forest,Uncommon Purple,Common Outfit 5,Rare Ears 1,Uncommon Face 1,Common Hair 2,Common Horns 2,Uncommon Snake
9405,Common Forest,Rare Pink,Common Outfit 2,Uncommon Ear 1,Uncommon Face 3,Common Hair 1,Rare Horns 1,Common Apple
9406,Common Moon,Uncommon Purple,Uncommon Outfit 2,Uncommon Ear 1,Common Face 5,Uncommon Hair 1,Uncommon Horns 1,Common Demon Tail
